Season,Date,MatchWeek,HomeTeam,AwayTeam,FTHG,FTAG,FTR
2020-2021,2020-12-13,12,Crystal Palace,Tottenham,1,1,D
2020-2021,2020-12-13,12,Fulham,Liverpool,1,1,D
2020-2021,2020-12-13,12,Arsenal,Burnley,0,1,A
2020-2021,2020-12-13,12,Leicester,Brighton,3,0,H
2020-2021,2020-12-15,13,Wolves,Chelsea,2,1,H
2020-2021,2020-12-15,13,Man City,West Brom,1,1,D
2020-2021,2020-12-16,13,Arsenal,Southampton,1,1,D
2020-2021,2020-12-16,13,Leeds,Newcastle,5,2,H
2020-2021,2020-12-16,13,Leicester,Everton,0,2,A
2020-2021,2020-12-16,13,Fulham,Brighton,0,0,D
2020-2021,2020-12-16,13,Liverpool,Tottenham,2,1,H
2020-2021,2020-12-16,13,West Ham,Crystal Palace,1,1,D
2020-2021,2020-12-17,13,Aston Villa,Burnley,0,0,D
2020-2021,2020-12-17,13,Sheffield United,Man United,2,3,A
2020-2021,2020-12-19,14,Crystal Palace,Liverpool,0,7,A
2020-2021,2020-12-19,14,Southampton,Man City,0,1,A
2020-2021,2020-12-19,14,Everton,Arsenal,2,1,H
2020-2021,2020-12-19,14,Newcastle,Fulham,1,1,D
2020-2021,2020-12-20,14,Brighton,Sheffield United,1,1,D
2020-2021,2020-12-20,14,Tottenham,Leicester,0,2,A
2020-2021,2020-12-20,14,Man United,Leeds,6,2,H
2020-2021,2020-12-20,14,West Brom,Aston Villa,0,3,A
2020-2021,2020-12-21,14,Burnley,Wolves,2,1,H
2020-2021,2020-12-21,14,Chelsea,West Ham,3,0,H
2020-2021,2020-12-26,15,Leicester,Man United,2,2,D
2020-2021,2020-12-26,15,Aston Villa,Crystal Palace,3,0,H
2020-2021,2020-12-26,15,Fulham,Southampton,0,0,D
2020-2021,2020-12-26,15,Arsenal,Chelsea,3,1,H
2020-2021,2020-12-26,15,Man City,Newcastle,2,0,H
2020-2021,2020-12-26,15,Sheffield United,Everton,0,1,A
2020-2021,2020-12-27,15,Leeds,Burnley,1,0,H
2020-2021,2020-12-27,15,West Ham,Brighton,2,2,D
2020-2021,2020-12-27,15,Liverpool,West Brom,1,1,D
2020-2021,2020-12-27,15,Wolves,Tottenham,1,1,D
2020-2021,2020-12-28,16,Crystal Palace,Leicester,1,1,D
2020-2021,2020-12-28,16,Chelsea,Aston Villa,1,1,D
2020-2021,2020-12-29,16,Brighton,Arsenal,0,1,A
2020-2021,2020-12-29,16,Burnley,Sheffield United,1,0,H
2020-2021,2020-12-29,16,Southampton,West Ham,0,0,D
2020-2021,2020-12-29,16,West Brom,Leeds,0,5,A
2020-2021,2020-12-29,16,Man United,Wolves,1,0,H
2020-2021,2020-12-30,16,Newcastle,Liverpool,0,0,D
2020-2021,2021-01-01,17,Everton,West Ham,0,1,A
2020-2021,2021-01-01,17,Man United,Aston Villa,2,1,H
2020-2021,2021-01-02,17,Tottenham,Leeds,3,0,H
2020-2021,2021-01-02,17,Crystal Palace,Sheffield United,2,0,H
2020-2021,2021-01-02,17,Brighton,Wolves,3,3,D
2020-2021,2021-01-02,17,West Brom,Arsenal,0,4,A
2020-2021,2021-01-03,17,Newcastle,Leicester,1,2,A
2020-2021,2021-01-03,17,Chelsea,Man City,1,3,A
2020-2021,2021-01-04,17,Southampton,Liverpool,1,0,H
2020-2021,2021-01-12,18,Sheffield United,Newcastle,1,0,H
2020-2021,2021-01-12,18,Burnley,Man United,0,1,A
2020-2021,2021-01-12,18,Wolves,Everton,1,2,A
2020-2021,2021-01-13,18,Man City,Brighton,1,0,H
2020-2021,2021-01-13,18,Tottenham,Fulham,1,1,D
2020-2021,2021-01-14,18,Arsenal,Crystal Palace,0,0,D
2020-2021,2021-01-16,19,Wolves,West Brom,2,3,A
2020-2021,2021-01-16,19,Leeds,Brighton,0,1,A
2020-2021,2021-01-16,19,West Ham,Burnley,1,0,H
2020-2021,2021-01-16,19,Fulham,Chelsea,0,1,A
2020-2021,2021-01-16,19,Leicester,Southampton,2,0,H
2020-2021,2021-01-17,19,Sheffield United,Tottenham,1,3,A
2020-2021,2021-01-17,19,Liverpool,Man United,0,0,D
2020-2021,2021-01-17,19,Man City,Crystal Palace,4,0,H
2020-2021,2021-01-18,19,Arsenal,Newcastle,3,0,H
2020-2021,2021-01-19,19,West Ham,West Brom,2,1,H
2020-2021,2021-01-19,19,Leicester,Chelsea,2,0,H
2020-2021,2021-01-20,19,Man City,Aston Villa,2,0,H
2020-2021,2021-01-20,19,Fulham,Man United,1,2,A
2020-2021,2021-01-21,19,Liverpool,Burnley,0,1,A
2020-2021,2021-01-23,19,Aston Villa,Newcastle,2,0,H
2020-2021,2021-01-26,20,Crystal Palace,West Ham,2,3,A
2020-2021,2021-01-26,20,Newcastle,Leeds,1,2,A
2020-2021,2021-01-26,20,Southampton,Arsenal,1,3,A
2020-2021,2021-01-26,20,West Brom,Man City,0,5,A
2020-2021,2021-01-27,20,Burnley,Aston Villa,3,2,H
2020-2021,2021-01-27,20,Chelsea,Wolves,0,0,D
2020-2021,2021-01-27,20,Brighton,Fulham,0,0,D
2020-2021,2021-01-27,20,Everton,Leicester,1,1,D
2020-2021,2021-01-27,20,Man United,Sheffield United,1,2,A
2020-2021,2021-01-28,20,Tottenham,Liverpool,1,3,A
2020-2021,2021-01-30,21,Everton,Newcastle,0,2,A
2020-2021,2021-01-30,21,Crystal Palace,Wolves,1,0,H
2020-2021,2021-01-30,21,Man City,Sheffield United,1,0,H
2020-2021,2021-01-30,21,West Brom,Fulham,2,2,D
2020-2021,2021-01-30,21,Arsenal,Man United,0,0,D
2020-2021,2021-01-30,21,Southampton,Aston Villa,0,1,A
2020-2021,2021-01-31,21,Chelsea,Burnley,2,0,H
2020-2021,2021-01-31,21,Leicester,Leeds,1,3,A
2020-2021,2021-01-31,21,West Ham,Liverpool,1,3,A
2020-2021,2021-01-31,21,Brighton,Tottenham,1,0,H
2020-2021,2021-02-02,22,Sheffield United,West Brom,2,1,H
2020-2021,2021-02-02,22,Wolves,Arsenal,2,1,H
2020-2021,2021-02-02,22,Man United,Southampton,9,0,H
2020-2021,2021-02-02,22,Newcastle,Crystal Palace,1,2,A
2020-2021,2021-02-03,22,Burnley,Man City,0,2,A
2020-2021,2021-02-03,22,Fulham,Leicester,0,2,A
2020-2021,2021-02-03,22,Leeds,Everton,1,2,A
2020-2021,2021-02-03,22,Aston Villa,West Ham,1,3,A
2020-2021,2021-02-03,22,Liverpool,Brighton,0,1,A
2020-2021,2021-02-04,22,Tottenham,Chelsea,0,1,A
2020-2021,2021-02-06,23,Aston Villa,Arsenal,1,0,H
2020-2021,2021-02-06,23,Burnley,Brighton,1,1,D
2020-2021,2021-02-06,23,Newcastle,Southampton,3,2,H
2020-2021,2021-02-06,23,Fulham,West Ham,0,0,D
2020-2021,2021-02-06,23,Man United,Everton,3,3,D
2020-2021,2021-02-07,23,Tottenham,West Brom,2,0,H
2020-2021,2021-02-07,23,Wolves,Leicester,0,0,D
2020-2021,2021-02-07,23,Liverpool,Man City,1,4,A
2020-2021,2021-02-07,23,Sheffield United,Chelsea,1,2,A
2020-2021,2021-02-08,23,Leeds,Crystal Palace,2,0,H
2020-2021,2021-02-13,24,Leicester,Liverpool,3,1,H
2020-2021,2021-02-13,24,Crystal Palace,Burnley,0,3,A
2020-2021,2021-02-13,24,Man City,Tottenham,3,0,H
2020-2021,2021-02-13,24,Brighton,Aston Villa,0,0,D
2020-2021,2021-02-14,24,Southampton,Wolves,1,2,A
2020-2021,2021-02-14,24,West Brom,Man United,1,1,D
2020-2021,2021-02-14,24,Arsenal,Leeds,4,2,H
2020-2021,2021-02-14,24,Everton,Fulham,0,2,A
2020-2021,2021-02-15,24,West Ham,Sheffield United,3,0,H
2020-2021,2021-02-15,24,Chelsea,Newcastle,2,0,H
2020-2021,2021-02-17,24,Burnley,Fulham,1,1,D
2020-2021,2021-02-17,24,Everton,Man City,1,3,A
2020-2021,2021-02-19,25,Wolves,Leeds,1,0,H
2020-2021,2021-02-20,25,Southampton,Chelsea,1,1,D
2020-2021,2021-02-20,25,Burnley,West Brom,0,0,D
2020-2021,2021-02-20,25,Liverpool,Everton,0,2,A
2020-2021,2021-02-20,25,Fulham,Sheffield United,1,0,H
2020-2021,2021-02-21,25,West Ham,Tottenham,2,1,H
2020-2021,2021-02-21,25,Aston Villa,Leicester,1,2,A
2020-2021,2021-02-21,25,Arsenal,Man City,0,1,A
2020-2021,2021-02-21,25,Man United,Newcastle,3,1,H
2020-2021,2021-02-22,25,Brighton,Crystal Palace,1,2,A
2020-2021,2021-02-23,25,Leeds,Southampton,3,0,H
2020-2021,2021-02-27,26,Man City,West Ham,2,1,H
2020-2021,2021-02-27,26,West Brom,Brighton,1,0,H
2020-2021,2021-02-27,26,Leeds,Aston Villa,0,1,A
2020-2021,2021-02-27,26,Newcastle,Wolves,1,1,D
2020-2021,2021-02-28,26,Crystal Palace,Fulham,0,0,D
2020-2021,2021-02-28,26,Leicester,Arsenal,1,3,A
2020-2021,2021-02-28,26,Tottenham,Burnley,4,0,H
2020-2021,2021-02-28,26,Chelsea,Man United,0,0,D
2020-2021,2021-02-28,26,Sheffield United,Liverpool,0,2,A
2020-2021,2021-03-01,26,Everton,Southampton,1,0,H
2020-2021,2021-03-02,26,Man City,Wolves,4,1,H
2020-2021,2021-03-03,26,Burnley,Leicester,1,1,D
2020-2021,2021-03-03,26,Sheffield United,Aston Villa,1,0,H
2020-2021,2021-03-03,26,Crystal Palace,Man United,0,0,D
2020-2021,2021-03-04,26,Fulham,Tottenham,0,1,A
2020-2021,2021-03-04,26,West Brom,Everton,0,1,A
2020-2021,2021-03-04,26,Liverpool,Chelsea,0,1,A
2020-2021,2021-03-06,27,Burnley,Arsenal,1,1,D
2020-2021,2021-03-06,27,Sheffield United,Southampton,0,2,A
2020-2021,2021-03-06,27,Aston Villa,Wolves,0,0,D
2020-2021,2021-03-06,27,Brighton,Leicester,1,2,A
2020-2021,2021-03-07,27,West Brom,Newcastle,0,0,D
2020-2021,2021-03-07,27,Liverpool,Fulham,0,1,A
2020-2021,2021-03-07,27,Man City,Man United,0,2,A
2020-2021,2021-03-07,27,Tottenham,Crystal Palace,4,1,H
2020-2021,2021-03-08,27,Chelsea,Everton,2,0,H
2020-2021,2021-03-08,27,West Ham,Leeds,2,0,H
2020-2021,2021-03-10,27,Man City,Southampton,5,2,H
2020-2021,2021-03-12,28,Newcastle,Aston Villa,1,1,D
2020-2021,2021-03-13,28,Leeds,Chelsea,0,0,D
2020-2021,2021-03-13,28,Crystal Palace,West Brom,1,0,H
2020-2021,2021-03-13,28,Everton,Burnley,1,2,A
2020-2021,2021-03-13,28,Fulham,Man City,0,3,A
2020-2021,2021-03-14,28,Southampton,Brighton,1,2,A
2020-2021,2021-03-14,28,Leicester,Sheffield United,5,0,H
2020-2021,2021-03-14,28,Arsenal,Tottenham,2,1,H
2020-2021,2021-03-14,28,Man United,West Ham,1,0,H
2020-2021,2021-03-15,28,Wolves,Liverpool,0,1,A
2020-2021,2021-03-19,29,Fulham,Leeds,1,2,A
2020-2021,2021-03-20,29,Brighton,Newcastle,3,0,H
2020-2021,2021-03-21,29,West Ham,Arsenal,3,3,D
2020-2021,2021-03-21,29,Aston Villa,Tottenham,0,2,A
2020-2021,2021-04-03,30,Chelsea,West Brom,2,5,A
2020-2021,2021-04-03,30,Leeds,Sheffield United,2,1,H
2020-2021,2021-04-03,30,Leicester,Man City,0,2,A
2020-2021,2021-04-03,30,Arsenal,Liverpool,0,3,A
2020-2021,2021-04-04,30,Southampton,Burnley,3,2,H
2020-2021,2021-04-04,30,Newcastle,Tottenham,2,2,D
2020-2021,2021-04-04,30,Aston Villa,Fulham,3,1,H
2020-2021,2021-04-04,30,Man United,Brighton,2,1,H
2020-2021,2021-04-05,30,Everton,Crystal Palace,1,1,D
2020-2021,2021-04-05,30,Wolves,West Ham,2,3,A
2020-2021,2021-04-09,31,Fulham,Wolves,0,1,A
2020-2021,2021-04-10,31,Man City,Leeds,1,2,A
2020-2021,2021-04-10,31,Liverpool,Aston Villa,2,1,H
2020-2021,2021-04-10,31,Crystal Palace,Chelsea,1,4,A
2020-2021,2021-04-11,31,Burnley,Newcastle,1,2,A
2020-2021,2021-04-11,31,West Ham,Leicester,3,2,H
2020-2021,2021-04-11,31,Tottenham,Man United,1,3,A
2020-2021,2021-04-11,31,Sheffield United,Arsenal,0,3,A
2020-2021,2021-04-12,31,West Brom,Southampton,3,0,H
2020-2021,2021-04-12,31,Brighton,Everton,0,0,D
2020-2021,2021-04-16,32,Everton,Tottenham,2,2,D
2020-2021,2021-04-17,32,Newcastle,West Ham,3,2,H
2020-2021,2021-04-17,32,Wolves,Sheffield United,1,0,H
2020-2021,2021-04-18,32,Arsenal,Fulham,1,1,D
2020-2021,2021-04-18,32,Man United,Burnley,3,1,H
2020-2021,2021-04-19,32,Leeds,Liverpool,1,1,D
2020-2021,2021-04-20,32,Chelsea,Brighton,0,0,D
2020-2021,2021-04-21,32,Tottenham,Southampton,2,1,H
2020-2021,2021-04-21,32,Aston Villa,Man City,1,2,A
2020-2021,2021-04-22,32,Leicester,West Brom,3,0,H
2020-2021,2021-04-23,33,Arsenal,Everton,0,1,A
2020-2021,2021-04-24,33,Liverpool,Newcastle,1,1,D
2020-2021,2021-04-24,33,West Ham,Chelsea,0,1,A
2020-2021,2021-04-24,33,Sheffield United,Brighton,1,0,H
2020-2021,2021-04-25,33,Wolves,Burnley,0,4,A
2020-2021,2021-04-25,33,Leeds,Man United,0,0,D
2020-2021,2021-04-25,33,Aston Villa,West Brom,2,2,D
2020-2021,2021-04-26,33,Leicester,Crystal Palace,2,1,H
2020-2021,2021-04-30,34,Southampton,Leicester,1,1,D
2020-2021,2021-05-01,34,Crystal Palace,Man City,0,2,A
2020-2021,2021-05-01,34,Brighton,Leeds,2,0,H
2020-2021,2021-05-01,34,Chelsea,Fulham,2,0,H
2020-2021,2021-05-01,34,Everton,Aston Villa,1,2,A
2020-2021,2021-05-02,34,Newcastle,Arsenal,0,2,A
2020-2021,2021-05-02,34,Tottenham,Sheffield United,4,0,H
2020-2021,2021-05-03,34,West Brom,Wolves,1,1,D
2020-2021,2021-05-03,34,Burnley,West Ham,1,2,A
2020-2021,2021-05-07,35,Leicester,Newcastle,2,4,A
2020-2021,2021-05-08,35,Leeds,Tottenham,3,1,H
2020-2021,2021-05-08,35,Sheffield United,Crystal Palace,0,2,A
2020-2021,2021-05-08,35,Man City,Chelsea,1,2,A
2020-2021,2021-05-08,35,Liverpool,Southampton,2,0,H
2020-2021,2021-05-09,35,Wolves,Brighton,2,1,H
2020-2021,2021-05-09,35,Aston Villa,Man United,1,3,A
2020-2021,2021-05-09,35,West Ham,Everton,0,1,A
2020-2021,2021-05-09,35,Arsenal,West Brom,3,1,H
2020-2021,2021-05-10,35,Fulham,Burnley,0,2,A
2020-2021,2021-05-11,35,Man United,Leicester,1,2,A
2020-2021,2021-05-11,35,Southampton,Crystal Palace,3,1,H
2020-2021,2021-05-12,35,Chelsea,Arsenal,0,1,A
2020-2021,2021-05-13,35,Aston Villa,Everton,0,0,D
2020-2021,2021-05-13,35,Man United,Liverpool,2,4,A
2020-2021,2021-05-14,36,Newcastle,Man City,3,4,A
2020-2021,2021-05-15,36,Burnley,Leeds,0,4,A
2020-2021,2021-05-15,36,Southampton,Fulham,3,1,H
2020-2021,2021-05-15,36,Brighton,West Ham,1,1,D
2020-2021,2021-05-16,36,Crystal Palace,Aston Villa,3,2,H
2020-2021,2021-05-16,36,Tottenham,Wolves,2,0,H
2020-2021,2021-05-16,36,West Brom,Liverpool,1,2,A
2020-2021,2021-05-16,36,Everton,Sheffield United,0,1,A
2020-2021,2021-05-18,37,Man United,Fulham,1,1,D
2020-2021,2021-05-18,37,Southampton,Leeds,0,2,A
2020-2021,2021-05-18,37,Brighton,Man City,3,2,H
2020-2021,2021-05-18,37,Chelsea,Leicester,2,1,H
2020-2021,2021-05-19,37,Everton,Wolves,1,0,H
2020-2021,2021-05-19,37,Newcastle,Sheffield United,1,0,H
2020-2021,2021-05-19,37,Tottenham,Aston Villa,1,2,A
2020-2021,2021-05-19,37,Crystal Palace,Arsenal,1,3,A
2020-2021,2021-05-19,37,Burnley,Liverpool,0,3,A
2020-2021,2021-05-19,37,West Brom,West Ham,1,3,A
2020-2021,2021-05-23,38,Arsenal,Brighton,2,0,H
2020-2021,2021-05-23,38,Aston Villa,Chelsea,2,1,H
2020-2021,2021-05-23,38,Fulham,Newcastle,0,2,A
2020-2021,2021-05-23,38,Leeds,West Brom,3,1,H
2020-2021,2021-05-23,38,Leicester,Tottenham,2,4,A
2020-2021,2021-05-23,38,Liverpool,Crystal Palace,2,0,H
2020-2021,2021-05-23,38,Man City,Everton,5,0,H
2020-2021,2021-05-23,38,Sheffield United,Burnley,1,0,H
2020-2021,2021-05-23,38,West Ham,Southampton,3,0,H
2020-2021,2021-05-23,38,Wolves,Man United,1,2,A
2021-2022,2021-08-13,1,Brentford,Arsenal,2,0,H
2021-2022,2021-08-14,1,Man United,Leeds,5,1,H
2021-2022,2021-08-14,1,Burnley,Brighton,1,2,A
2021-2022,2021-08-14,1,Chelsea,Crystal Palace,3,0,H
2021-2022,2021-08-14,1,Everton,Southampton,3,1,H
2021-2022,2021-08-14,1,Leicester,Wolves,1,0,H
2021-2022,2021-08-14,1,Watford,Aston Villa,3,2,H
2021-2022,2021-08-14,1,Norwich,Liverpool,0,3,A
2021-2022,2021-08-15,1,Newcastle,West Ham,2,4,A
2021-2022,2021-08-15,1,Tottenham,Man City,1,0,H
2021-2022,2021-08-21,2,Liverpool,Burnley,2,0,H
2021-2022,2021-08-21,2,Aston Villa,Newcastle,2,0,H
2021-2022,2021-08-21,2,Crystal Palace,Brentford,0,0,D
2021-2022,2021-08-21,2,Leeds,Everton,2,2,D
2021-2022,2021-08-21,2,Man City,Norwich,5,0,H
2021-2022,2021-08-21,2,Brighton,Watford,2,0,H
2021-2022,2021-08-22,2,Southampton,Man United,1,1,D
2021-2022,2021-08-22,2,Wolves,Tottenham,0,1,A
2021-2022,2021-08-22,2,Arsenal,Chelsea,0,2,A
2021-2022,2021-08-23,2,West Ham,Leicester,4,1,H
2021-2022,2021-08-28,3,Man City,Arsenal,5,0,H
2021-2022,2021-08-28,3,Aston Villa,Brentford,1,1,D
2021-2022,2021-08-28,3,Brighton,Everton,0,2,A
2021-2022,2021-08-28,3,Newcastle,Southampton,2,2,D
2021-2022,2021-08-28,3,Norwich,Leicester,1,2,A
2021-2022,2021-08-28,3,West Ham,Crystal Palace,2,2,D
2021-2022,2021-08-28,3,Liverpool,Chelsea,1,1,D
2021-2022,2021-08-29,3,Burnley,Leeds,1,1,D
2021-2022,2021-08-29,3,Tottenham,Watford,1,0,H
2021-2022,2021-08-29,3,Wolves,Man United,0,1,A
2021-2022,2021-09-11,4,Crystal Palace,Tottenham,3,0,H
2021-2022,2021-09-11,4,Arsenal,Norwich,1,0,H
2021-2022,2021-09-11,4,Brentford,Brighton,0,1,A
2021-2022,2021-09-11,4,Leicester,Man City,0,1,A
2021-2022,2021-09-11,4,Man United,Newcastle,4,1,H
2021-2022,2021-09-11,4,Southampton,West Ham,0,0,D
2021-2022,2021-09-11,4,Watford,Wolves,0,2,A
2021-2022,2021-09-11,4,Chelsea,Aston Villa,3,0,H
2021-2022,2021-09-12,4,Leeds,Liverpool,0,3,A
2021-2022,2021-09-13,4,Everton,Burnley,3,1,H
2021-2022,2021-09-17,5,Newcastle,Leeds,1,1,D
2021-2022,2021-09-18,5,Wolves,Brentford,0,2,A
2021-2022,2021-09-18,5,Burnley,Arsenal,0,1,A
2021-2022,2021-09-18,5,Liverpool,Crystal Palace,3,0,H
2021-2022,2021-09-18,5,Man City,Southampton,0,0,D
2021-2022,2021-09-18,5,Norwich,Watford,1,3,A
2021-2022,2021-09-18,5,Aston Villa,Everton,3,0,H
2021-2022,2021-09-19,5,Brighton,Leicester,2,1,H
2021-2022,2021-09-19,5,West Ham,Man United,1,2,A
2021-2022,2021-09-19,5,Tottenham,Chelsea,0,3,A
2021-2022,2021-09-25,6,Chelsea,Man City,0,1,A
2021-2022,2021-09-25,6,Man United,Aston Villa,0,1,A
2021-2022,2021-09-25,6,Everton,Norwich,2,0,H
2021-2022,2021-09-25,6,Leeds,West Ham,1,2,A
2021-2022,2021-09-25,6,Leicester,Burnley,2,2,D
2021-2022,2021-09-25,6,Watford,Newcastle,1,1,D
2021-2022,2021-09-25,6,Brentford,Liverpool,3,3,D
2021-2022,2021-09-26,6,Southampton,Wolves,0,1,A
2021-2022,2021-09-26,6,Arsenal,Tottenham,3,1,H
2021-2022,2021-09-27,6,Crystal Palace,Brighton,1,1,D
2021-2022,2021-10-02,7,Man United,Everton,1,1,D
2021-2022,2021-10-02,7,Burnley,Norwich,0,0,D
2021-2022,2021-10-02,7,Chelsea,Southampton,3,1,H
2021-2022,2021-10-02,7,Leeds,Watford,1,0,H
2021-2022,2021-10-02,7,Wolves,Newcastle,2,1,H
2021-2022,2021-10-02,7,Brighton,Arsenal,0,0,D
2021-2022,2021-10-03,7,Crystal Palace,Leicester,2,2,D
2021-2022,2021-10-03,7,Tottenham,Aston Villa,2,1,H
2021-2022,2021-10-03,7,West Ham,Brentford,1,2,A
2021-2022,2021-10-03,7,Liverpool,Man City,2,2,D
2021-2022,2021-10-16,8,Watford,Liverpool,0,5,A
2021-2022,2021-10-16,8,Aston Villa,Wolves,2,3,A
2021-2022,2021-10-16,8,Leicester,Man United,4,2,H
2021-2022,2021-10-16,8,Man City,Burnley,2,0,H
2021-2022,2021-10-16,8,Norwich,Brighton,0,0,D
2021-2022,2021-10-16,8,Southampton,Leeds,1,0,H
2021-2022,2021-10-16,8,Brentford,Chelsea,0,1,A
2021-2022,2021-10-17,8,Everton,West Ham,0,1,A
2021-2022,2021-10-17,8,Newcastle,Tottenham,2,3,A
2021-2022,2021-10-18,8,Arsenal,Crystal Palace,2,2,D
2021-2022,2021-10-22,9,Arsenal,Aston Villa,3,1,H
2021-2022,2021-10-23,9,Chelsea,Norwich,7,0,H
2021-2022,2021-10-23,9,Crystal Palace,Newcastle,1,1,D
2021-2022,2021-10-23,9,Everton,Watford,2,5,A
2021-2022,2021-10-23,9,Leeds,Wolves,1,1,D
2021-2022,2021-10-23,9,Southampton,Burnley,2,2,D
2021-2022,2021-10-23,9,Brighton,Man City,1,4,A
2021-2022,2021-10-24,9,Brentford,Leicester,1,2,A
2021-2022,2021-10-24,9,West Ham,Tottenham,1,0,H
2021-2022,2021-10-24,9,Man United,Liverpool,0,5,A
2021-2022,2021-10-30,10,Leicester,Arsenal,0,2,A
2021-2022,2021-10-30,10,Burnley,Brentford,3,1,H
2021-2022,2021-10-30,10,Liverpool,Brighton,2,2,D
2021-2022,2021-10-30,10,Man City,Crystal Palace,0,2,A
2021-2022,2021-10-30,10,Newcastle,Chelsea,0,3,A
2021-2022,2021-10-30,10,Watford,Southampton,0,1,A
2021-2022,2021-10-30,10,Tottenham,Man United,0,3,A
2021-2022,2021-10-31,10,Norwich,Leeds,1,2,A
2021-2022,2021-10-31,10,Aston Villa,West Ham,1,4,A
2021-2022,2021-11-01,10,Wolves,Everton,2,1,H
2021-2022,2021-11-05,11,Southampton,Aston Villa,1,0,H
2021-2022,2021-11-06,11,Man United,Man City,0,2,A
2021-2022,2021-11-06,11,Brentford,Norwich,1,2,A
2021-2022,2021-11-06,11,Chelsea,Burnley,1,1,D
2021-2022,2021-11-06,11,Crystal Palace,Wolves,2,0,H
2021-2022,2021-11-06,11,Brighton,Newcastle,1,1,D
2021-2022,2021-11-07,11,Arsenal,Watford,1,0,H
2021-2022,2021-11-07,11,Everton,Tottenham,0,0,D
2021-2022,2021-11-07,11,Leeds,Leicester,1,1,D
2021-2022,2021-11-07,11,West Ham,Liverpool,3,2,H
2021-2022,2021-11-20,12,Leicester,Chelsea,0,3,A
2021-2022,2021-11-20,12,Aston Villa,Brighton,2,0,H
2021-2022,2021-11-20,12,Burnley,Crystal Palace,3,3,D
2021-2022,2021-11-20,12,Newcastle,Brentford,3,3,D
2021-2022,2021-11-20,12,Norwich,Southampton,2,1,H
2021-2022,2021-11-20,12,Watford,Man United,4,1,H
2021-2022,2021-11-20,12,Wolves,West Ham,1,0,H
2021-2022,2021-11-20,12,Liverpool,Arsenal,4,0,H
2021-2022,2021-11-21,12,Man City,Everton,3,0,H
2021-2022,2021-11-21,12,Tottenham,Leeds,2,1,H
2021-2022,2021-11-27,13,Arsenal,Newcastle,2,0,H
2021-2022,2021-11-27,13,Crystal Palace,Aston Villa,1,2,A
2021-2022,2021-11-27,13,Liverpool,Southampton,4,0,H
2021-2022,2021-11-27,13,Norwich,Wolves,0,0,D
2021-2022,2021-11-27,13,Brighton,Leeds,0,0,D
2021-2022,2021-11-28,13,Brentford,Everton,1,0,H
2021-2022,2021-11-28,13,Leicester,Watford,4,2,H
2021-2022,2021-11-28,13,Man City,West Ham,2,1,H
2021-2022,2021-11-28,13,Chelsea,Man United,1,1,D
2021-2022,2021-11-30,14,Newcastle,Norwich,1,1,D
2021-2022,2021-11-30,14,Leeds,Crystal Palace,1,0,H
2021-2022,2021-12-01,14,Southampton,Leicester,2,2,D
2021-2022,2021-12-01,14,Watford,Chelsea,1,2,A
2021-2022,2021-12-01,14,West Ham,Brighton,1,1,D
2021-2022,2021-12-01,14,Wolves,Burnley,0,0,D
2021-2022,2021-12-01,14,Aston Villa,Man City,1,2,A
2021-2022,2021-12-01,14,Everton,Liverpool,1,4,A
2021-2022,2021-12-02,14,Tottenham,Brentford,2,0,H
2021-2022,2021-12-02,14,Man United,Arsenal,3,2,H
2021-2022,2021-12-04,15,West Ham,Chelsea,3,2,H
2021-2022,2021-12-04,15,Newcastle,Burnley,1,0,H
2021-2022,2021-12-04,15,Southampton,Brighton,1,1,D
2021-2022,2021-12-04,15,Wolves,Liverpool,0,1,A
2021-2022,2021-12-04,15,Watford,Man City,1,3,A
2021-2022,2021-12-05,15,Leeds,Brentford,2,2,D
2021-2022,2021-12-05,15,Man United,Crystal Palace,1,0,H
2021-2022,2021-12-05,15,Tottenham,Norwich,3,0,H
2021-2022,2021-12-05,15,Aston Villa,Leicester,2,1,H
2021-2022,2021-12-06,15,Everton,Arsenal,2,1,H
2021-2022,2021-12-10,16,Brentford,Watford,2,1,H
2021-2022,2021-12-11,16,Man City,Wolves,1,0,H
2021-2022,2021-12-11,16,Arsenal,Southampton,3,0,H
2021-2022,2021-12-11,16,Chelsea,Leeds,3,2,H
2021-2022,2021-12-11,16,Liverpool,Aston Villa,1,0,H
2021-2022,2021-12-11,16,Norwich,Man United,0,1,A
2021-2022,2021-12-12,16,Burnley,West Ham,0,0,D
2021-2022,2021-12-12,16,Leicester,Newcastle,4,0,H
2021-2022,2021-12-12,16,Crystal Palace,Everton,3,1,H
2021-2022,2021-12-14,17,Norwich,Aston Villa,0,2,A
2021-2022,2021-12-14,17,Man City,Leeds,7,0,H
2021-2022,2021-12-15,17,Brighton,Wolves,0,1,A
2021-2022,2021-12-15,17,Crystal Palace,Southampton,2,2,D
2021-2022,2021-12-15,17,Arsenal,West Ham,2,0,H
2021-2022,2021-12-16,17,Chelsea,Everton,1,1,D
2021-2022,2021-12-16,17,Liverpool,Newcastle,3,1,H
2021-2022,2021-12-18,18,Leeds,Arsenal,1,4,A
2021-2022,2021-12-19,18,Newcastle,Man City,0,4,A
2021-2022,2021-12-19,18,Wolves,Chelsea,0,0,D
2021-2022,2021-12-19,18,Tottenham,Liverpool,2,2,D
2021-2022,2021-12-26,19,Man City,Leicester,6,3,H
2021-2022,2021-12-26,19,Norwich,Arsenal,0,5,A
